Custom Visual,Publisher,Description,Version,LegalTerms,PrivacyPolicyUrl,SupportLink,Release Date,AppSource Link,Is Certified,Versioned pbiviz,Visual GUID
Ultimate Waterfall (API),dataviz.boutique GmbH,"Start Value, Chart Orientation, Small Multiples, Sub Totals, Deviation, IBCS (R) Table",1.1.0.6,https://go.microsoft.com/fwlink/?linkid=2041178,https://dataviz.boutique/2017/02/12/privacystatement/,https://dataviz.boutique/2017/02/22/kontakt/,11/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/datavizboutiquegmbh1631474046585.ultimate_waterfall_api,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Waterfall2023Pbi552BC2DB21894DA5B40D0FE0FE33D590.1.1.0.6.pbiviz,Waterfall2023Pbi552BC2DB21894DA5B40D0FE0FE33D590
WeWrite Matrix Embedded,SOLVED,EMBEDDED: A custom matrix visual with writeback capabilities for Power BI embedded,1.4.0.0,https://www.slvd-bi.com/eula,https://www.slvd-bi.com/privacy-policy,https://www.slvd-bi.com/contact,11/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/solveddoo1696267674162.wewrite_matrix_pre,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/weWriteMatrixPreRelease3B61E90280E14C7ABB4F5A846544520B.1.4.0.0.pbiviz,weWriteMatrixPreRelease3B61E90280E14C7ABB4F5A846544520B
WeWrite Table Embedded,SOLVED,EMBEDDED: A custom table visual with writeback capabilities for Power BI embedded,1.4.0.0,https://www.slvd-bi.com/eula,https://www.slvd-bi.com/privacy-policy,https://www.slvd-bi.com/contact,11/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/solveddoo1696267674162.wewrite_table_pre,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/weWriteTablePreReleaseB9D21BABB05F45D6B3CD2DD68EF0DCBC.1.4.0.0.pbiviz,weWriteTablePreReleaseB9D21BABB05F45D6B3CD2DD68EF0DCBC
orcaviz-pro,OrcaViz,Bring location intelligence to PowerBI with Orcaviz.com custom visuals,3.0.0.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://orcaviz.com/privacy-policy-for-orcaviz-power-bi-custom-visuals/,https://orcaviz.com/support/,11/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/symilarityltd1676913830957.orcaviz-pro,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0.3.0.0.2.pbiviz,OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0
时勤Echart-Customized_Funne,上海时勤信息科技有限公司,This product is an advanced visualization object designed specifically for Power BI users. It utiliz,1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://gitee.com/midyn203/pbichart/blob/chart/privacy/Privacy_Customized_Funnel.md,https://gitee.com/midyn203/pbichart,11/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/infortime.infotime_echart-customized_funne,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/funnel030B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz,funnel030B4EA6F32774BA1AFDC6E3E005A3168
时勤Echart-Waterfall_Chart,上海时勤信息科技有限公司,This product is an advanced visualization object designed specifically for Power BI users. It utiliz,1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://gitee.com/midyn203/pbichart/blob/chart/privacy/Privacy_Waterfall_Chart.md,https://gitee.com/midyn203/pbichart,11/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/infortime.infotime_echart-waterfall_chart,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/bar050B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz,bar050B4EA6F32774BA1AFDC6E3E005A3168
Variance Chart,Alexander Koch,Column or bar chart with absolute and relative variance,1.0.1.3,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.pbi-berater.de/index.php/en/visuals-en/variance-chart-en/variance-chart-privacy,https://www.pbi-berater.de/index.php/en/visuals-en/variance-chart-en/variance-chart-doc-en,11/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/pbi-beraterde1699450736408.ibcs_column,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/variance_chart.1.0.1.3.pbiviz,variance_chart
时勤Echart-Bar_Chart_with_Negative_Value,上海时勤信息科技有限公司,"This product is an advanced visualization object designed specifically for Power BI users, utilizing",1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://gitee.com/midyn203/pbichart/blob/chart/privacy/Privacy-Bar_Chart_with_Negative_Value.md,https://gitee.com/midyn203/pbichart,11/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/infortime.infotime_echart-bar_chart_with_negative_value,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/bar060B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz,bar060B4EA6F32774BA1AFDC6E3E005A3168
时勤Echart-Pie_with_padAngle,上海时勤信息科技有限公司,"This product is an advanced visualization object designed specifically for Power BI users, utilizing",1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://gitee.com/midyn203/pbichart/blob/chart/privacy/Privacy_Pie_with_padAngle.md,https://gitee.com/midyn203/pbichart,11/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/infortime.infotime_echart-pie_with_padangle,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/pie050B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz,pie050B4EA6F32774BA1AFDC6E3E005A3168
时勤Echart-Radial_Polar_Bar_Label_Position,上海时勤信息科技有限公司,This product is an advanced visualization object designed specifically for Power BI users. It clever,1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://gitee.com/midyn203/pbichart/blob/chart/privacy/Privacy_Radial_Polar_Bar_Label_Position.md,https://gitee.com/midyn203/pbichart,11/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/infortime.infotime_echart-radial_polar_bar_label_position,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/bar070B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz,bar070B4EA6F32774BA1AFDC6E3E005A3168
Autocomplete Filter (BI-Champ Suite),CodeX Enterprises LLC,"A rich text filter that allows search, autocompletion, copy-and-paste list support, and much more.",2.5.0.0,https://bizintelligencechampions.com/terms,https://bizintelligencechampions.com/privacy/autocomp,https://bizintelligencechampions.com/help/autocomp,11/20/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/codexenterprisesllc1687402101378.bichamp-autocompfilter,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/valuefilter067F5282FE684A43B734273E444AE8EB.2.5.0.0.pbiviz,valuefilter067F5282FE684A43B734273E444AE8EB
Advanced Gauge - xViz,xViz LLC,Compare Actual vs. Target with Dual-Axis & Color-Coded Alerts for upto 2 KPIs!,3.0.1.0,https://xviz.com/agreement/,https://xviz.com/privacy-policy/,https://xviz.com/,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000728,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/advancedGauge97290A2225EA4EB5BC5C8D85F9ACA7DA.3.0.1.0.pbiviz,advancedGauge97290A2225EA4EB5BC5C8D85F9ACA7DA
Advanced Line Chart (Pro),PBIVizEdit.com,Visualize up to 8 measures with different styles of line on dual y axes,5.6.0.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.advancedlinechartpro,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/linechart604A0A20A6222F01A39F80FE43FFF4B8.5.6.0.1.pbiviz,linechart604A0A20A6222F01A39F80FE43FFF4B8
Advanced Pie and Donut - xViz,xViz LLC,Visualize categories as individual slices with multiple pie/donut chart types and functionalities,3.0.1.0,https://xviz.com/agreement/,https://xviz.com/privacy-policy/,https://xviz.com/,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001917,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/advancedPieDonut812F760774854B428BA58A87279F6AF6.3.0.1.0.pbiviz,advancedPieDonut812F760774854B428BA58A87279F6AF6
ArcGIS PowerBI Users,"Esri, Inc.",Custom data visualization to bring mapping capabilities to your reports and dashboards.,2024.2.500.0,https://www.esri.com/en-us/legal/terms/master-agreement-product,https://www.esri.com/en-us/privacy/privacy-statements/privacy-statement,https://www.esri.com/powerbi,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/esri.arcgis-m365-pbi-users,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/esriVisual.2024.2.500.0.pbiviz,esriVisual
Bubble / Scatter Chart - xViz,xViz LLC,"Use Advanced Analytics for Correlation Analysis: Alerting, Trend Lines, Ranking & More!",3.0.1.1,https://xviz.com/agreement/,https://xviz.com/privacy-policy/,https://xviz.com/,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002313,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/performanceBubbleChartFBAAA829CB604E5CAB4F21729F233294.3.0.1.1.pbiviz,performanceBubbleChartFBAAA829CB604E5CAB4F21729F233294
Dumbbell Bar Chart (standard),PBIVizEdit.com,Visualize the difference between two data points across different categories.,5.2.1.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.dumbbellbarchartstd,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/dumbbellbarchart42FB6F346CBCCA437DA2E705B288BA74.5.2.1.0.pbiviz,dumbbellbarchart42FB6F346CBCCA437DA2E705B288BA74
Funnel/Pyramid Chart - xViz,xViz LLC,Organize data hierarchies and visualize process steps with advanced charts,3.0.1.0,https://xviz.com/agreement/,https://xviz.com/privacy-policy/,https://xviz.com/,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001328,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2.3.0.1.0.pbiviz,funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2
Galigeo for PowerBI,GALIGEO,Unleashing the Power of Location Intelligence: Galigeo's Location-Driven Insights for Power BI,2.0.0.2,https://www.galigeo.com/en/eula/,https://www.galigeo.com/en/legal/galigeo-for-microsoft-power-bi-privacy-policy/,https://www.galigeo.com/contact,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/galigeo1668777677471.galigeo_pbi_01,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/GaligeoPowerBI.2.0.0.2.pbiviz,GaligeoPowerBI
Hierarchical Filter / Slicer - xViz,xViz LLC,"Enhance Insights: Hierarchy Filter with Display Values, Search, Navigation, Rule Formatting & More",3.0.2.0,https://xviz.com/agreement/,https://xviz.com/privacy-policy/,https://xviz.com/,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000727,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/HierarchicalFilterF39DAE8D57A743EF89F5C3809DEE2B67.3.0.2.0.pbiviz,HierarchicalFilterF39DAE8D57A743EF89F5C3809DEE2B67
Hierarchy Tree - xViz,xViz LLC,"Hierarchical tree organizes elements into levels, with a single root and branching structures",3.0.1.0,https://xviz.com/agreement/,https://xviz.com/privacy-policy/,https://xviz.com/,11/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000863,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/HierarchicalTreeF39DAE8D57A743EF89F5C3809DEE2B67.3.0.1.0.pbiviz,HierarchicalTreeF39DAE8D57A743EF89F5C3809DEE2B67
Download Button by JTA,JTA The Data Scientists,"Export Data from Power BI (up to 300,000 rows)",1.2.0.7,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.thedatascientists.com/privacy-policy-download/,https://www.thedatascientists.com/contact-us/,11/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/jtathedatascientists1592432854663.downloadbutton,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Exportfile40F9J395H1047D67DH73H25C4E835F00.1.2.0.7.pbiviz,Exportfile40F9J395H1047D67DH73H25C4E835F00
Markdown & Mermaid Visual,Ilfat Galiev,Markdown viewer and editor for Power BI with Mermaid Diagramming and charting tool,1.3.0.0,https://github.com/zBritva/mermaid-powerbi/blob/master/LICENSE,https://github.com/zBritva/mermaid-powerbi/blob/master/PRIVACY.md,https://github.com/zBritva/mermaid-powerbi/issues,11/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/ilfatgaliev1696579877540.markdown_mermaid_visual,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/markdownMermaidVisual.1.3.0.0.pbiviz,markdownMermaidVisual
PlanIn BI Matrix,B2 d.o.o.,Visual with write-back capability enables powerbi users to edit data within the powerbi report.,2.4.0.0,https://www.b2-bi.com/en/terms-of-use,https://www.b2-bi.com/en/privacy-policy,https://www.b2-bi.com/en,11/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/b2.planinbimatrix,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/planinbimatrix254B65FAF3454F92862CBA877A9F88C6.2.4.0.0.pbiviz,planinbimatrix254B65FAF3454F92862CBA877A9F88C6
Selection Slicer by Walnut Innovation,Walnut Innovation Limited,Multi-category slicer/filter showing selected and unavailable choices,2.6.0.0,https://www.walnutinnovation.co.uk/power-bi-visual-license-terms/,https://www.walnutinnovation.co.uk/privacy-policy/,https://www.walnutinnovation.co.uk/powerbi-selection-slicer/,11/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/walnutinnovationlimited1624358481040.selection_slicer,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/selectionSlicer75918E1108FD45E0B85F2A29F491BBA8.2.6.0.0.pbiviz,selectionSlicer75918E1108FD45E0B85F2A29F491BBA8
TMap,Mylocs Inc,TMap is a drilldownable thematic map visual for Power BI.,2.5.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.mylocs.ca/privacy.html,https://www.mylocs.ca/contact.html,11/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/mylocsinc1648311649136.tmap,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/tMap8E0FD0EA52A241AAB7312149B2333625.2.5.0.0.pbiviz,tMap8E0FD0EA52A241AAB7312149B2333625
时勤Echart-Bar,上海时勤信息科技有限公司,"This product is an advanced visualization object designed specifically for Power BI users, leveragin",1.0.0.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://gitee.com/midyn203/pbichart/blob/master/Privacy.md,https://gitee.com/midyn203/pbichart,11/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/infortime.infotime_echart_bar,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/bar010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.2.pbiviz,bar010B4EA6F32774BA1AFDC6E3E005A3168
BumpChart,iFour Technolab Pvt. Ltd.,"The Bump Chart for Power BI tracks ranking changes over time, highlighting trends.",1.0.0.3,https://www.ifourtechnolab.com/eula,https://www.ifourtechnolab.com/power-bi-custom-visuals-privacy-terms,https://www.ifourtechnolab.com/contact-us,11/14/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/ifourtechnolabprivatelimited1715753920355.ifourtechnolab_bumpchart,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/bumpChart1FB7F15A3B454007B459186335A40B8E.1.0.0.3.pbiviz,bumpChart1FB7F15A3B454007B459186335A40B8E
"Inforiver Writeback Matrix for Planning, Budgeting & Forecasting",xViz LLC,Enterprise-grade writeback matrix for building connected & secure planning (xP&A / FP&A / EPM) apps,3.6.2.0,https://inforiver.com/agreement/,https://inforiver.com/privacy-policy/,https://inforiver.com/contact-us/,11/14/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/xviz.inforiver-enterprise,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/inforiverAppEnterprise2B7A5FD2992D434DAE0B149479307B7B.3.6.2.0.pbiviz,inforiverAppEnterprise2B7A5FD2992D434DAE0B149479307B7B
Dot Plot Chart by Office Solution,Office Solution,Dot plot chart by office solution,1.0.0.5,https://go.microsoft.com/fwlink/?linkid=2041178,https://innovationalofficesolution.com/assets/powerbi/Privacy-Policy-DotPlotChart.pdf,https://innovationalofficesolution.com/power-bi-charts/quantile-dot-plot,11/13/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/officesolution1640276900203.dot-plot-chart-by-office-solution,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/DotPlotChartByOfficeSolution.1.0.0.5.pbiviz,DotPlotChartByOfficeSolution
PieChart by iFour,iFour Technolab Pvt. Ltd.,"A Custom Pie Chart visually represents proportions of a whole, with labeled slices for each category",1.0.0.0,https://www.ifourtechnolab.com/eula,https://www.ifourtechnolab.com/power-bi-custom-visuals-privacy-terms,https://www.ifourtechnolab.com/contact-us,11/13/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/ifourtechnolabprivatelimited1715753920355.ifourtechnolab_piechart,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Piechart1FB7F15A3B454007B4569186335A40B8E.1.0.0.0.pbiviz,Piechart1FB7F15A3B454007B4569186335A40B8E
Charticulator Visual Community (View),Ilfat Galiev,Create custom and reusable charts right within Power BI in the new visual,1.5.0.0,https://github.com/zBritva/charticulator-visual-community/blob/master/LICENSE,https://github.com/zBritva/charticulator-visual-community/blob/master/PRIVACY.md,https://github.com/zBritva/charticulator-visual-community/issues,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/ilfatgaliev1696579877540.charticulator_visual_community_view,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/charticulatorVisualCommunity_VIEW.1.5.0.0.pbiviz,charticulatorVisualCommunity_VIEW
Dual X-Axis Combo Chart (Pro),PBIVizEdit.com,"Show relationship between data sets by combining bars, lines, scatter, area on dual X-axes",5.5.0.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.dualxaxiscombochartpro,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/dualxaxiscombo144EA2D4DEFA15C2A907B86DDE86E45D.5.5.0.1.pbiviz,dualxaxiscombo144EA2D4DEFA15C2A907B86DDE86E45D
Dual Y-Axis Combo Chart (Pro),PBIVizEdit.com,"Show relationship between data sets by combining columns, lines, scatter, area on dual Y-axes",5.5.0.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.dualyaxiscombochartpro,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/dualyaxiscombo92D85C43BD0F18E4B5B7D2841A9439CF.5.5.0.1.pbiviz,dualyaxiscombo92D85C43BD0F18E4B5B7D2841A9439CF
Filter by List,DEVSCOPE,Apply filter values to a report in bulk instead of individually checking each box in the filter pane,3.4.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://github.com/DevScope/terms/blob/master/PrivacyPolicy.md,https://devscope.net/contacts/,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/devscope-1156626.filterbylist,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/FilterByList507A2DBEC31244C8AAABDE9BA541F723.3.4.0.0.pbiviz,FilterByList507A2DBEC31244C8AAABDE9BA541F723
Funnel Chart by Powerviz,TRUVIZ INC,An Advanced Funnel Chart to visualize and track the data movement across different stages,1.0.0.7,https://go.microsoft.com/fwlink/?linkid=2041178,https://powerviz.ai/privacy-policy/,https://powerviz.ai/contactus,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/truvizinc1674781244292.funnel-chart-by-powerviz,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/FunnelChartA96234ADB8D143D1837FEC426BB34781.1.0.0.7.pbiviz,FunnelChartA96234ADB8D143D1837FEC426BB34781
Heatmap by Powerviz,TRUVIZ INC,"An Advanced customizable Heatmap with Colors, Shapes, and Small Multiples for detailed analysis",1.0.0.6,https://go.microsoft.com/fwlink/?linkid=2041178,https://powerviz.ai/privacy-policy/,https://powerviz.ai/contact-us,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/truvizinc1674781244292.heatmap-by-powerviz,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/HeatMap67B54F74B5374B9EA95AC568DC37B14C.1.0.0.6.pbiviz,HeatMap67B54F74B5374B9EA95AC568DC37B14C
Horizon Chart by Powerviz,TRUVIZ INC,Visualize time series data with layered area chart stacked vertically to compare multiple categories,1.0.0.4,https://go.microsoft.com/fwlink/?linkid=2041178,https://powerviz.ai/privacy-policy/,https://powerviz.ai/contact-us,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/truvizinc1674781244292.horizon-chart-by-powerviz,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/horizonChartB188A04B57084E6DA13F3C7E341F020E.1.0.0.4.pbiviz,horizonChartB188A04B57084E6DA13F3C7E341F020E
Ridgeline Plot by Powerviz,TRUVIZ INC,Visualize the trends and distribution across multiple categories as density plots,1.0.0.8,https://go.microsoft.com/fwlink/?linkid=2041178,https://powerviz.ai/privacy-policy/,https://powerviz.ai/contactus,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/truvizinc1674781244292.ridgeline-plot-by-powerviz,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE.1.0.0.8.pbiviz,RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE
Rose Donut Pie Chart by Powerviz,TRUVIZ INC,"An advanced visual to show the categorical data in an intuitive way, making comparisons easy.",1.0.0.8,https://go.microsoft.com/fwlink/?linkid=2041178,https://powerviz.ai/privacy-policy/,https://powerviz.ai/contact-us,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/truvizinc1674781244292.rose-donut-pie-chart-by-powerviz,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/RoseDonutPiechart762B562BE2774F939Fvdsfdsf1FfasfD1F32D91sdw.1.0.0.8.pbiviz,RoseDonutPiechart762B562BE2774F939Fvdsfdsf1FfasfD1F32D91sdw
Stacked Horizontal Funnel (Standard),PBIVizEdit.com,Visualize flow of data across different stages with stacking based on sub-category in each stage.,5.1.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.stackedhorizontalfunnelstd,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/stackedhorizontalfunnelEC4E2CF18990EF8267C380787C9A6BC9.5.1.0.0.pbiviz,stackedhorizontalfunnelEC4E2CF18990EF8267C380787C9A6BC9
Stacked Vertical Funnel (Standard),PBIVizEdit.com,Visualize flow of data across different stages with stacking based on sub-category in each stage.,5.1.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.stackedverticalfunnelstd,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/stackedverticalfunnelB41D28FF99E2A12556D4C6B1065332F9.5.1.0.0.pbiviz,stackedverticalfunnelB41D28FF99E2A12556D4C6B1065332F9
"accoPLANNING - Writeback, Planning, Matrix",Accobat AS,"Visual with writeback directly in Power BI for planning, master data (MDM), budgeting, forecasting",1.0.73.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://accotool-cloud.azureedge.net/accoplanning/resources/accoPLANNING%20-%20Privacy%20Policy.pdf,https://support.accobat.com/,11/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002600,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/accoPLANNING_4DAA52ABFBF441E2A7898A79384CAFA9.1.0.73.0.pbiviz,accoPLANNING_4DAA52ABFBF441E2A7898A79384CAFA9
