Visual Name,Publisher,GUID,Latest Version,Is Certified,Popularity,Risk Level,Risk Score,Author Findings,Library Findings,Dynamic Code (Author),Network Access (Author),DOM Manipulation (Author),Sensitive Access (Author),Informational (Author),Web Access Permission,Export Content Permission,Local Storage Permission,AAD Auth Permission,External JS Count,Detected Libraries,API Version,Has GPL License,Versions Scanned,Findings Resolved in Latest
UpSet.js Plot,Samuel Gratzl,upSetJS61F43BDFCA024B13B6AC5BA73C9427B2,2.0.1.0,True,0.811,Low,6,2,0,0,0,1,0,1,False,False,False,False,0,Leaflet; Vega,5.11.0,False,4,0
Dual Card Pro,Inservit LLC,InservDualCardV2B411524882CE4F0CBB12F7157AAE8E43,1.0.0.1,True,0.809,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.10.0,False,1,0
Lollipop Bar Chart,Nova Silva,lollipopBarChart29115F0ADEDB437DBCDF8E8A3E66E088,3.0.0.0,True,0.809,High,45,17,5,1,0,9,1,6,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.2.0,False,4,0
Ultimate Waterfall (API),dataviz.boutique GmbH,Waterfall2023Pbi552BC2DB21894DA5B40D0FE0FE33D590,1.1.1.8,True,0.809,High,15,6,0,0,0,6,0,0,False,False,False,False,0,Globalize,5.10.0,False,7,0
Balanced Scorecard,Techanesis Ltd,scorecard0DF89A0FEDBC47A5B8873BBCB619D35B,1.0.0.3,True,0.807,None,0,0,1,0,0,0,0,0,False,False,False,False,0,,5.1.0,False,2,0
Drill Down Map PRO (Pin) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownMapPinEAA0DBE2B88D406C8E580DB09E61EAF2,1.11.60.0,False,0.807,High,66,54,9,1,6,8,2,37,True,False,False,False,0,Moment.js; Leaflet; DOMPurify; Globalize,5.9.0,False,20,0
Enlighten Outer Space,ENLIGHTEN DESIGNS,Outerspace1442671919391,1.0.6.4,True,0.805,High,24,7,20,0,1,2,0,4,False,False,False,False,0,jQuery; jsrsasign; Globalize,5.10.0,False,3,0
Likert Scale (Standard),PBIVizEdit.com,likertscaleA9F4946DD459C8126FB624C218E13331,4.3.0.0,False,0.805,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Bowtie Chart by MAQ Software,MAQ LLC,BowtieChart1465021618681,4.0.1.0,True,0.804,High,39,32,5,2,0,24,0,6,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Dumbbell Chart by MAQ Software,MAQ LLC,DumbbellChartB13A88DFEE724350B46BCF0EFA5B6E321,3.0.5.0,False,0.804,Medium,10,2,0,0,0,2,0,0,False,False,False,False,1,,2.1.0,False,2,0
China Heat Map,北京上北智信科技有限公司,heatFE43D2D02D3D4329995B15E94EDC9279,1.0.0.0,False,0.803,High,48,14,4,3,0,5,0,6,False,False,False,False,39,ECharts; CodeMirror; Lodash; Chart.js,1.10.0,False,2,0
Matrix Planner,Ilustratown,matrixPlanner2E230FC900184D72ABEE6E2A87B30E6A,1.0.1.53,False,0.803,High,56,16,0,0,3,10,0,3,True,True,False,True,0,Leaflet; Globalize,5.10.0,False,10,0
3AG Systems - Column Chart with Variance,3AG Systems,PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B190,1.0.2.0,True,0.801,High,63,25,1,1,3,12,0,9,False,False,False,False,9,d3.js; jQuery; Leaflet; Globalize; Lodash,2.1.0,False,2,0
Advanced Line Chart (Pro),PBIVizEdit.com,linechart604A0A20A6222F01A39F80FE43FFF4B8,5.6.0.5,True,0.801,High,33,26,1,0,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,4,1
Acterys Comments,Managility,CommentView70D93FB2E7284C00A3235FF8E05BFACC,4.2.1.5,False,0.799,High,85,63,14,1,5,44,1,12,True,True,False,True,0,jQuery; Leaflet; Quill; Globalize; JSZip; DevExtreme,5.10.0,True,4,0
Dot Chart,MAREK PILCZUK,dotChart6B967E5FFF8E4679BF7C4102B3F6171F,1.0.4.1,True,0.799,High,25,4,0,0,1,3,0,0,False,False,False,False,0,Globalize,5.4.0,False,2,0
Global Launch Estimates,TheraTraq,globalLaunchEstimatesC8C997C958BD4E22BB25D5639F3366A1,1.0.6.0,True,0.799,High,79,30,9,3,2,8,0,17,False,False,False,False,0,jQuery; Leaflet; TopToJSON / TopoJSON,2.6.0,False,2,0
Comment - Dynamics 365 Finance business performance planning,Microsoft Dynamics 365,msdynxPnAComment_c1b0431e724a4fb6b34c449ff0431a4f,1.15.3358.2,False,0.796,High,83,99,25,0,9,73,2,15,True,True,False,True,0,jQuery; Leaflet; Quill; Globalize; DevExtreme,5.11.0,False,12,0
Ultimate Scatter Line Plot,dataviz.boutique GmbH,scatterLinePlot04AE08B82AB143129DBC0AEA4FD479EA,1.2.0.0,False,0.796,High,83,28,1,1,6,16,0,5,False,False,False,False,0,jQuery,2.6.0,False,2,0
Acterys Variance,Managility,apVariance49271b11d4eb4cc3939520617ffd114d,3.0.8.2,False,0.795,High,91,61,5,0,6,49,0,6,True,True,False,True,0,jQuery; Leaflet; Globalize; DevExtreme,5.6.0,False,2,3
Icon Array Chart for Power BI,Office Solution AI Labs,IconArrayChartByOfficeSolution,1.0.0.4,True,0.795,High,17,8,0,0,0,6,0,2,False,False,False,False,0,,5.10.0,False,2,0
Funnel Charts,Government of Western Australia - Department of Health,PBIFUN,1.7.0.0,True,0.793,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Leaflet,5.1.0,False,4,0
Inline Gantt Timeline (Free with Watermarks) by Traqplan,Traqplan,traqplanganttC522B51ED3194E54AB820126A5398AB6,2.0.3.1,False,0.793,High,15,23,3,0,0,23,0,0,False,True,False,False,0,Leaflet,5.10.0,False,1,0
Power BI User Activity Tracker,ALTORO CONSULTING GROUP SL,pbitrack9D9E18DCA2D64B1CA3581F42407D0AF7,1.1.9.0,False,0.793,High,57,22,0,0,17,0,1,4,True,False,False,False,0,,5.11.0,False,2,0
Drill Down Waterfall PRO (Pin) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownWaterfallPin164F74D0F7D04063A469A1BF10366D3B,1.11.88.0,True,0.792,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,20,0
SIGHTIT,Quite Intelligent Octopus,sightit25071014,1.2.0.1,False,0.791,High,51,28,0,0,4,21,0,3,True,False,True,False,0,Highcharts; Chart.js,5.10.0,False,1,0
Overlapping Bar Chart,Acorn Hill,barChartE8732569753A41D083926C75A5E14DB1,1.0.1.0,False,0.79,High,52,11,1,1,1,7,0,2,False,False,False,False,0,jQuery,2.6.0,False,2,0
Lipstick Column Chart,Nova Silva,lipstickColumnChartC7A87C40887A4B7E8C1B4EA86CB5D2E4,2.5.0.0,True,0.788,High,45,17,4,1,0,9,1,6,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.2.0,False,4,0
Graphical planning - Dynamics 365 Finance business performance planning,Microsoft Dynamics 365,msdynxPnAVisualPlanning_0361ca99cfca4abf98f32300584ae294,1.15.3358.2,False,0.787,High,82,83,20,0,8,61,1,13,True,True,False,True,0,jQuery; Highcharts; Leaflet; Quill; Globalize; Chart.js; DevExtreme,5.11.0,False,10,0
Side By Side Bar Chart (Standard),PBIVizEdit.com,mergedbarchartA4B50B148BA8BEB765A6D146EE4450D5,5.4.0.0,False,0.787,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
HTML/SVG/Handlebars Visual,Ilfat Galiev,handlebarsVisual,1.0.7.0,False,0.786,High,28,23,10,0,1,15,0,7,False,True,False,False,0,React; DOMPurify,5.4.0,False,3,0
Milestone Trend Analysis (MTA),Kuchenbäcker IT,powerbiMTA032303747171485AA7602E8612CD6B31,1.0.2.0,False,0.785,None,0,0,1,0,0,0,0,0,False,False,False,False,0,Moment.js; Leaflet; Chart.js,5.4.0,False,2,0
时勤Echart-Basic_Sankey,上海时勤信息科技有限公司,sankey010B4EA6F32774BA1AFDC6E3E005A3168,1.0.0.0,False,0.785,High,18,23,1,0,0,11,0,12,False,False,False,False,0,ECharts,5.10.0,False,1,0
Process Mining with Power BI,AppSphere AG,processMiningGraphVisual7200A41BF02F4407848D84A0BC6EDD6D,1.3.3.1,True,0.784,High,20,12,4,0,0,6,1,5,False,False,False,False,0,,4.2.0,False,2,0
Data Refresher,Insiders.coop,dataRefresherEEB0C62C0D8349A0A5C24BC5744B3C8D,1.0.6.3,True,0.783,High,31,36,9,1,0,6,1,28,False,False,False,False,0,,4.1.0,False,2,0
Stacked Column with Percentage and Total in Label (Standard),PBIVizEdit.com,stackedcolumnwithpercentandtotalinlabel579C085E89C7586893D6B973CE9B7AF6,5.1.0.0,False,0.783,High,63,35,3,0,3,19,0,13,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,4.7.0,False,2,0
China Flow Map,北京上北智信科技有限公司,flowFE43D2D02D3D4329995B15E94EDC9279,1.1.0.0,False,0.782,High,48,14,4,3,0,5,0,6,False,False,False,False,39,ECharts; CodeMirror; Lodash; Chart.js,1.10.0,False,2,0
3AG Systems - Line chart with absolute variance,3AG Systems,PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B999,1.0.1.0,False,0.781,High,63,25,1,1,3,12,0,9,False,False,False,False,9,d3.js; jQuery; Leaflet; Globalize; Lodash,2.1.0,False,2,0
Individuals and Moving Range Control Chart by PQ Systems,PQ Systems,individualsmovingrange42E8DF98F1244DB799B2A8A65DBCB226,1.1.325.1,False,0.781,High,99,22,7,4,5,7,0,6,False,False,False,False,0,jQuery; Leaflet,2.5.0,False,2,0
时勤Echart-Customized_Funne,上海时勤信息科技有限公司,funnel030B4EA6F32774BA1AFDC6E3E005A3168,1.0.0.0,False,0.781,High,18,23,1,0,0,11,0,12,False,False,False,False,0,ECharts,5.10.0,False,1,0
Significant Variance,DataMa,DataMaLightAssessDistribution,1.5.4.1,False,0.78,High,63,50,0,1,4,31,0,14,False,False,False,False,0,d3.js; Leaflet,5.11.0,False,2,0
Horizon Chart by Powerviz,TRUVIZ INC,horizonChartB188A04B57084E6DA13F3C7E341F020E,1.0.0.4,True,0.779,High,87,106,19,6,3,43,1,53,False,False,False,False,0,React; Moment.js; Leaflet; ag-Grid; Bootstrap; jsrsasign; Globalize,5.11.0,False,3,0
Plan on a Page / Roadmaps (FREE with watermarks) by Traqplan,Traqplan,traqplanpoapB91975A170EF46D88ADB398C2225BCC2,2.0.3.1,False,0.779,High,15,23,3,0,0,23,0,0,False,True,False,False,0,Leaflet,5.10.0,False,1,0
China Color Map,北京上北智信科技有限公司,colorMapFE43D2D02D3D4329995B15E94EDC9279,1.3.0.0,False,0.776,High,48,16,5,3,0,7,0,6,False,False,False,False,39,ECharts; CodeMirror; Lodash; Chart.js,1.10.0,False,2,0
Horizontal Bullet Chart (Pro),PBIVizEdit.com,horizontalbullechartAD848DB2E71C1BBC88C027512FD82044,5.5.0.3,True,0.776,High,33,26,1,0,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,1
Clustered Bar Chart By Akvelon,Akvelon,clusteredBarChartByAkvelon77BB704116614231891ABD5C195D3DC6,2.0.1.0,False,0.775,Medium,10,2,9,0,0,2,0,0,False,False,False,False,0,d3.js; jQuery; PowerBI Visuals Utils; Globalize,4.7.0,False,2,0
Smart Grid-Map,The Green Bridge GmbH,TGBMAPOSM,1.0.0.3,False,0.775,High,20,15,4,0,0,13,0,2,True,False,False,False,0,Leaflet,5.1.0,False,1,0
Kanban Tasks Viewer PRO Chart,Softcial Visuals,kanbanChartPROC738808C8ACE47DFA00C7E41C69AFE77,1.0.0.0,False,0.774,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,1,0
graphomate bubbles,graphomate,graphomate_bubbles,2024.4.3.0,False,0.772,High,142,151,281,9,8,48,1,85,False,False,False,False,0,jQuery; Leaflet; DOMPurify; Globalize; NumPy / Numeral.js,5.11.0,False,3,0
Apex Milestone Trend,APEX Project Management Inc.,milestoneTrend49987C6ADF4E454FB460B0464FDB5598,1.1.1.0,True,0.771,High,27,11,2,0,1,8,0,2,False,False,False,False,0,Leaflet; Globalize,5.3.0,False,1,0
DataText Box,北京上北智信科技有限公司,swDataTextBox142233AC1451461DB2DC3DAACF6A119C,1.2.0.0,False,0.771,High,76,35,23,1,4,21,0,9,False,False,False,False,17,jQuery; CodeMirror; wangEditor; Lodash,1.10.0,False,2,0
Supermetrics Charts – Tile grid map,Supermetrics,tileGridMap4ADB0BB099364EC1BD025992D6A7BAD5,1.0.0.3,False,0.77,High,74,25,5,2,4,11,0,8,False,False,False,False,0,Leaflet,4.7.0,False,2,0
Waterfall Timeline (FREE with watermarks) by Traqplan,Traqplan,traqplanwaterfallC93A1D99C6864217B22242C75DD48E57,2.0.3.1,False,0.768,High,15,23,3,0,0,23,0,0,False,True,False,False,0,Leaflet,5.10.0,False,2,0
100% Clustered Stacked Bar Chart (Standard),PBIVizEdit.com,fullclusteredstackedbarchart8E3A5B25AB30E330682718E14ABECDEE,5.3.0.0,False,0.767,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Acterys Matrix Write-back & Planning for Power BI,Managility,APMatrixCloud4B291F0FACAE43E38940A86C88AEC5CD,4.2.3.1,False,0.766,High,86,125,22,1,5,49,2,68,True,True,False,True,0,jQuery; Lodash; Leaflet; Quill; Globalize; NumPy / Numeral.js; JSZip; DevExtreme,5.10.0,True,4,0
100% Clustered Stacked Column Chart (Standard),PBIVizEdit.com,fullclusteredstackedcolumnchartC9F3B2389C01A11245F82B467CAADAB8,5.3.0.0,False,0.765,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
3AG Systems - Bar Chart With Absolute Variance,3AG Systems,PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B190,1.0.2.0,True,0.764,High,63,25,1,1,3,12,0,9,False,False,False,False,9,d3.js; jQuery; Leaflet; Globalize; Lodash,2.1.0,False,2,0
Drill Down TimeSeries PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsTimeChartPaidE77E4ED357DC402ABA005987437CF500,1.12.89.0,True,0.764,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,20,0
Enlighten Legend,ENLIGHTEN DESIGNS,enlightenLegend0ED91DCE508743998CF5A23E37414AD6,1.0.2.2,True,0.764,High,25,5,0,0,0,5,0,0,False,False,False,False,0,,5.11.0,False,3,0
Ultimate Stacked,dataviz.boutique GmbH,ultimateStackedFreeD3C49B76E0454F4BB21E7F1E3E346BB6,4.8.4.0,True,0.764,High,18,11,2,0,0,6,0,5,False,False,False,False,0,PowerBI Visuals Utils; Globalize,5.11.0,False,6,0
Hexbin Scatterplot,David Eldersveld,hexbinScatter70A7F14565444FAA99F786FAD6EA5AE1,1.1.0.1,False,0.761,High,53,15,1,1,1,6,0,7,False,False,False,False,11,d3.js; Leaflet; Globalize; Chart.js,1.7.0,False,2,0
X-Bar Control Chart by PQ Systems,PQ Systems,xbar42E8DF98F1244DB799B2A8A65DBCB226,1.1.303.1,False,0.761,High,99,22,7,4,5,7,0,6,False,False,False,False,0,jQuery; Leaflet,2.5.0,False,2,0
Brick Chart by MAQ Software,MAQ LLC,BrickChart1454871868044,4.0.1.0,True,0.76,High,33,17,2,0,0,13,0,4,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Cumulative by sio2Graphs,sio2Graphs,cumulative9EAB132644C740428D91E93D3A4F173E,2.0.1.1,True,0.76,High,25,4,0,0,1,3,0,0,False,True,False,False,0,Globalize,5.8.0,False,3,0
JVIZ Product Roadmap,JINETT Inc.,jvizRoadmapDFB2490D27A84740B9D9C9D2EE484740,1.0.0.5,True,0.76,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,4,0
Dual X-axis Bar Chart (Standard),PBIVizEdit.com,dualxaxisbarchartD64AF2C12336D4FA6B3D0B2A0766634F,5.3.0.0,False,0.758,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Sales Velocity Compass By Office Solution,Office Solution AI Labs,salesVelocityByOfficeSolution,1.0.0.3,True,0.758,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.3.0,False,1,0
JVIZ Strategic Roadmap,JINETT Inc.,strategicRoadmap6BDF690C18BB4780BA45B434FD75F2D9,1.0.0.4,True,0.757,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,3,1
Dual Axis Scatter Chart (Pro),PBIVizEdit.com,dualaxisscatter0A19D52AB7155101A17FA0EE71026C11,6.3.1.3,True,0.756,High,33,26,1,0,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,1
swTable,上北智信,table0BE43E73ABB3C3DD77B959AD0A3625B0,1.0.4.0,True,0.754,High,27,6,3,1,0,3,0,2,False,False,False,False,0,,3.8.0,False,2,0
CustomVisualVizLollipop,Visualizeit s.r.l,lollipop709CDF8A8EF3461D87415B29FB50116E,1.7.0.0,False,0.753,High,29,8,4,1,0,3,0,4,False,False,False,False,0,,3.8.0,False,2,0
Drill Down Combo PRO (Pin) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownComboPin33C9F325D337408C98D4E1D4E1EAD704,1.11.119.0,True,0.753,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,20,0
VitaraCharts - MicroChart,Vitara LLC,vitarachartsMicrochart0A1B0D2B8A234CE5923234CD03573361,1.0.2.0,False,0.753,High,84,94,28,1,3,84,0,6,False,False,False,False,10,jQuery; Leaflet; ag-Grid; Globalize; Bootstrap,1.5.0,False,2,0
DoubleYaxis,上北智信,doubleYaxis4E8AA8C8152643CA8308FE2A54A98523,1.2.0.1,True,0.751,High,49,32,6,3,0,13,0,16,False,False,False,False,0,ECharts,5.1.0,False,2,0
Lollipop Column Chart,Nova Silva,lollipopColumnChart0D874BBC87DE40189C387BBA89739F6C,3.0.0.0,True,0.751,High,45,17,4,1,0,9,1,6,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.2.0,False,4,0
Collage Pro by CloudScope,"CloudScope, LLC",collage0ED0E687FC3E4B1184AB9671B3AE5A72,3.0.1.0,True,0.749,None,0,0,1,0,0,0,0,0,False,False,False,False,0,DOMPurify; Globalize,5.11.0,False,2,0
PictoBar,IT-DEV GmbH,pictoBarVisual5F436B8EAA8C4FF18C2B4A1A27D04EB6,1.0.0.6,True,0.749,High,17,8,0,0,0,6,0,2,False,False,False,False,0,,5.11.0,False,3,0
Power Slicer 高级切片器,上北智信,swPowerSlicer_sharewinfo_612350D75BB94427B2E530403CFB0292_danfosi,1.4.0.0,False,0.749,High,85,65,3,6,2,45,0,12,False,False,False,False,8,jQuery; Lodash; Globalize,2.6.0,False,2,0
Acterys Matrix Planning For Power BI Gen2,Managility,APMatrixGen2A2CB25DE561642C29913615B889C57EA,5.4.0.10,False,0.748,High,97,129,25,2,5,48,3,71,True,True,False,True,0,jQuery; Leaflet; Quill; Globalize; NumPy / Numeral.js; JSZip; DevExtreme,5.10.0,True,8,0
Collage by CloudScope,"CloudScope, LLC",collage5F6FDA9FE5D6478B8B72281699C2EACF,3.0.1.0,False,0.747,Low,3,0,1,0,0,0,0,0,True,False,False,False,0,DOMPurify; Globalize,5.11.0,False,2,0
Task Stream PRO Process Flow Chart,Softcial Visuals,taskStreamPROC738808C8ACE47DFA00C7E41C69AFE77,1.0.0.1,False,0.747,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,2,0
Acterys Reporting for FP&A,Managility,acterysReportingxPnA,2.5.22.4,False,0.746,High,100,76,11,5,3,11,1,56,True,True,False,True,0,jQuery; Globalize; JSZip,5.10.0,True,5,0
Control Chart XmR,Nova Silva,controlChartXmRA59AC4AAE43A4F0086A0A8F797DEC983,2.6.0.0,True,0.746,High,77,85,4,1,3,72,3,6,False,True,False,False,0,Moment.js; Leaflet; Globalize,5.3.0,False,4,0
Stacked Vertical Funnel Chart (Pro),PBIVizEdit.com,stackedverticalfunnel14C79752A987146881818FBA3ED1018C,5.2.1.6,True,0.745,High,33,26,1,0,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,3,1
From Visuals Process Chart,From Visuals,FVPC_B3883AF15E934A30AD2C2374AE3B5B93,1.0.1.30,True,0.744,High,21,14,1,0,0,6,0,8,False,False,True,False,0,Leaflet; Globalize,5.11.0,False,1,0
PowerON Visual Planner Service,Power ON,vPMenu6454E8C4E1BD492A83084AB46B0C248B,25.2.0.0,False,0.744,High,89,80,1,0,5,65,0,10,True,False,False,True,0,jQuery; Moment.js; Leaflet; Globalize,5.9.0,False,5,0
Change Chart,MAREK PILCZUK,changeChart63B1E8C33CBE4BC6913014096224EE2C,1.0.5.1,True,0.743,High,25,4,0,0,1,3,0,0,False,False,False,False,0,Globalize,5.4.0,False,1,0
Hexbin Scatterplot by iFour,iFour Technolab Pvt. Ltd.,hexabinscatterplot1791f109b69f481bb766e9a2e760932c,1.0.0.2,False,0.743,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Leaflet; Globalize,5.11.0,False,2,0
Acterys Visual Planning,Managility,ApVisualPlanningEDF3672CF7684FD5B74AE14B22896E31,3.1.1.1,False,0.742,High,71,51,8,0,7,38,0,6,True,True,False,True,0,jQuery; Highcharts; Leaflet; Globalize; Chart.js; DevExtreme,5.6.0,False,3,1
Play slicer by SWHK,sharewinfohk,playslicer0DCB03559EA84A4DA042B4657167F4CB,1.0.1.1,True,0.742,High,36,28,2,0,1,7,0,20,False,False,False,False,0,jQuery,5.11.0,False,1,0
Vertical Bullet Chart (Pro),PBIVizEdit.com,verticalbulletchartD04B6B542D02418C8D14A17761414336,5.5.0.3,True,0.741,High,33,26,1,0,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,4,1
swColorMap_twoLevels,上北智信,colorMapEB4BA673A8872296B0669A67E5D2ACC5,1.0.3.0,True,0.741,High,63,45,4,2,2,23,0,18,False,False,False,False,0,jQuery; ECharts; Leaflet; CodeMirror,3.8.0,False,2,0
Lipstick Bar Chart (Standard),PBIVizEdit.com,lipstickbarchartDA18F9F8D011E24E65EA8247F1488703,5.3.0.0,False,0.739,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Workforce,TheraTraq,workforce7D37FF992D854E88AFF323AEE9CBCD90,1.1.0.0,True,0.739,High,29,9,5,1,0,3,0,5,False,False,False,False,0,,2.6.0,False,2,0
Acterys Reporting Light,Managility,acterysReporting,2.5.17.3,False,0.735,High,40,61,13,0,1,5,1,54,True,True,False,False,0,jQuery; Leaflet; Globalize; JSZip,4.7.0,True,3,0
Acterys Smart XL Standard,Managility,APSmartXLStandard,1.0.0.11,False,0.735,High,103,36,6,4,4,20,1,7,True,True,True,True,0,jQuery; Moment.js; Leaflet; Globalize; NumPy / Numeral.js; DevExtreme,5.10.0,False,2,0
Circle Packing with Clusters (BI-Champ Suite),CodeX Enterprises LLC,autoclust06755682FE6D7A43B334273FA44AE829,1.1.1.1,True,0.735,High,16,4,0,0,0,3,0,1,False,False,False,False,0,Globalize,5.10.0,False,1,0
Lipstick Bar Chart,Nova Silva,lipstickBarChartE21A0099A7144D059EF990A91F820F57,2.5.0.0,True,0.734,High,45,17,4,1,0,9,1,6,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.2.0,False,4,0
htmltextbox,DevX Planet,devxCard5B04E6364BC14CC1918A3ACCADE39BAB,1.0.0.1,False,0.733,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.1.0,False,1,0
100% Stacked Bar Chart by Akvelon,Akvelon,PercentStackedBarChartByAkvelonFF31FCEB97BB434E8117D153042574E8,2.0.1.0,False,0.731,Medium,10,2,9,0,0,2,0,0,False,False,False,False,0,d3.js; jQuery; PowerBI Visuals Utils; Globalize,4.7.0,False,2,0
Bubble Chart with Categorical Data (Pro),PBIVizEdit.com,bubblechartwithcategoricaldataE827E738ED8C5A16A0737FA72B5905A1,5.4.2.1,True,0.731,High,33,26,1,0,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,1
Chart Flare,C&F S.A.,ChartFlare,1.0.0.0,True,0.731,High,15,3,1,0,0,3,0,0,False,False,False,False,0,,5.1.0,False,1,0
Excalibur,"IQZ Systems, LLC",excalibur1F99946CC703412691297B496E25070C,1.0.1.0,False,0.73,High,21,24,3,0,0,6,0,18,False,False,False,False,0,,3.8.0,False,2,0
E-Project Smart Waterfall,E-Project Srl,epjSmartWaterfall,1.3.2.0,True,0.729,High,28,33,1,1,0,13,0,19,False,False,False,False,0,ECharts,5.11.0,False,6,0
Stepchart by iFour,iFour Technolab Pvt. Ltd.,StepChart_8ef9d1ad_b52e_4615_bcd7_9dcb0658d513,1.0.1.1,True,0.729,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,5,0
Metric,Viz Data Ltd,metric_vizdataltd,1.0.0.14,True,0.727,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.3.0,False,2,0
Lollipop Column Chart (Standard),PBIVizEdit.com,lollipopcolumn216FD8C19B9DC0D953B3FAE4C3997742,5.3.0.0,False,0.724,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Definitive Logic PBI Clustered Column Chart with Custom Labels,Definitive Logic,dlpbicolviz9DB36676E8424E35AC5F57458A84BACBX,1.3.1.0,False,0.723,High,18,13,4,0,0,6,0,7,False,False,False,False,0,jQuery; React,2.6.0,False,2,0
Add Intelligent Narratives for BI,Arria NLG,ArriaNLG796e95864265477b96ca1e51852ddddd,3.4.7.0,False,0.722,High,30,12,9,0,1,3,1,7,False,False,False,False,0,Moment.js,3.8.0,False,2,0
Writeback Comments by Profitbase,Profitbase AS,comments2F2B26E79F0F4D4097EFFE4CB94AAD9B,1.0.0.3,False,0.722,High,81,161,20,1,3,151,0,6,True,False,False,True,0,Leaflet; Bootstrap; Syncfusion,5.11.0,False,1,0
Dual X-Axis Combo Chart (Pro),PBIVizEdit.com,dualxaxiscombo144EA2D4DEFA15C2A907B86DDE86E45D,5.5.0.1,True,0.72,High,43,27,1,0,1,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Lipstick Column Chart (Standard),PBIVizEdit.com,lipstickcolumnchartA0919059F5DBE50C75F3D8D6A166710D,5.3.0.0,False,0.719,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
DoctorViz - Timeline Events,"Kava ir Kodas, UAB",doctor_viz_timeline_events,1.0.0.4,False,0.718,High,30,14,0,0,1,11,0,2,True,True,False,False,0,Leaflet; Globalize,5.10.0,False,3,1
